schema,table,column,data_type
public,STPO,dokar,text
public,STPO,doknr,text
public,STPO,dokvr,text
public,STPO,doktl,text
public,STPO,csstr,text
public,STPO,class,text
public,STPO,klart,text
public,STPO,potpr,text
public,STPO,awakz,text
public,STPO,inskz,text
public,STPO,vcekz,text
public,STPO,vstkz,text
public,STPO,vackz,text
public,STPO,ekorg,text
public,STPO,clobk,text
public,STPO,clmul,text
public,STPO,clalt,text
public,STPO,cview,text
public,STPO,knobj,text
public,STPO,lgort,text
public,STPO,kzkup,text
public,STPO,intrm,text
public,STPO,tpekz,text
public,STPO,stvkn,text
public,STPO,dvdat,text
public,STPO,dvnam,text
public,STPO,dspst,text
public,STPO,alpst,text
public,STPO,alprf,text
public,STPO,alpgr,text
public,STPO,kznfp,text
public,STPO,nfgrp,text
public,STPO,nfeag,text
public,STPO,kndvb,text
public,STPO,kndbz,text
public,STPO,kstty,text
public,STPO,kstnr,text
public,STPO,kstkn,text
public,STPO,kstpz,text
public,STPO,clszu,text
public,STPO,kzclb,text
public,STPO,aehlp,text
public,STPO,prvbe,text
public,STPO,nlfzv,text
public,STPO,nlfmv,text
public,STPO,idpos,text
public,STPO,idhis,text
public,STPO,idvar,text
public,STPO,alekz,text
public,STPO,itmid,text
public,STPO,guid,text
public,STPO,itsob,text
public,STPO,rfpnt,text
public,STPO,guidx,text
public,STPO,sgt_cmkz,text
public,STPO,sgt_catv,text
public,STPO,valid_to,text
public,STPO,valid_to_rkey,text
public,STPO,ecn_to,text
public,STPO,ecn_to_rkey,text
public,STPO,cufactor,text
public,STPO,fsh_vmkz,text
public,STPO,fsh_pgqr,text
public,STPO,fsh_pgqrrf,text
public,STPO,fsh_critical_comp,text
public,STPO,fsh_critical_level,text
public,STPO,funcid,text
public,T016T,brsch,character varying
public,T016T,brtxt,character varying
public,TCKH1,mandt,text
public,TCKH1,spras,text
public,TCKH1,elehk,text
public,TCKH1,elemt,text
public,TCKH1,txele,text
public,TCKH2,mandt,text
public,TCKH2,ktopl,text
public,TCKH2,elehk,text
public,TCKH2,kstav,text
public,TCKH2,hrkft,text
public,TCKH2,abkat,text
public,TCKH2,kstab,text
public,TCKH2,elemt,text
public,VBAK,mandt,text
public,VBAK,vbeln,text
public,VBAK,erdat,text
public,VBAK,erzet,text
public,VBAK,ernam,text
public,VBAK,angdt,text
public,VBAK,bnddt,text
public,VBAK,audat,text
public,VBAK,vbtyp,text
public,VBAK,trvog,text
public,VBAK,auart,text
public,VBAK,augru,text
public,VBAK,gwldt,text
public,VBAK,submi,text
public,VBAK,lifsk,text
public,VBAK,faksk,text
public,VBAK,netwr,text
public,VBAK,waerk,text
public,VBAK,vkorg,text
public,VBAK,vtweg,text
public,VBAK,spart,text
public,VBAK,vkgrp,text
public,VBAK,vkbur,text
public,VBAK,gsber,text
public,VBAK,gskst,text
public,VBAK,guebg,text
public,VBAK,gueen,text
public,VBAK,knumv,text
public,VBAK,vdatu,text
public,VBAK,vprgr,text
public,VBAK,autlf,text
public,VBAK,vbkla,text
public,VBAK,vbklt,text
public,VBAK,kalsm,text
public,VBAK,vsbed,text
public,VBAK,fkara,text
public,VBAK,awahr,text
public,VBAK,ktext,text
public,VBAK,bstnk,text
public,VBAK,bsark,text
public,VBAK,bstdk,text
public,VBAK,bstzd,text
public,VBAK,ihrez,text
public,VBAK,bname,text
public,VBAK,telf1,text
public,VBAK,mahza,text
public,VBAK,mahdt,text
public,VBAK,kunnr,text
public,VBAK,kostl,text
public,VBAK,stafo,text
public,VBAK,stwae,text
public,VBAK,aedat,text
public,VBAK,kvgr1,text
public,VBAK,kvgr2,text
public,VBAK,kvgr3,text
public,VBAK,kvgr4,text
public,VBAK,kvgr5,text
public,VBAK,knuma,text
public,VBAK,kokrs,text
public,VBAK,ps_psp_pnr,text
public,VBAK,kurst,text
public,VBAK,kkber,text
public,VBAK,knkli,text
public,VBAK,grupp,text
public,VBAK,sbgrp,text
public,VBAK,ctlpc,text
public,VBAK,cmwae,text
public,VBAK,cmfre,text
public,VBAK,cmnup,text
public,VBAK,cmngv,text
public,VBAK,amtbl,text
public,VBAK,hityp_pr,text
public,VBAK,abrvw,text
public,VBAK,abdis,text
public,VBAK,vgbel,text
public,VBAK,objnr,text
public,VBAK,bukrs_vf,text
public,VBAK,taxk1,text
public,VBAK,taxk2,text
public,VBAK,taxk3,text
public,VBAK,taxk4,text
public,VBAK,taxk5,text
public,VBAK,taxk6,text
public,VBAK,taxk7,text
public,VBAK,taxk8,text
public,VBAK,taxk9,text
public,VBAK,xblnr,text
public,VBAK,zuonr,text
public,VBAK,vgtyp,text
public,VBAK,kalsm_ch,text
public,VBAK,agrzr,text
public,VBAK,aufnr,text
public,VBAK,qmnum,text
public,VBAK,vbeln_grp,text
public,VBAK,scheme_grp,text
public,VBAK,abruf_part,text
public,VBAK,abhod,text
public,VBAK,abhov,text
public,VBAK,abhob,text
public,VBAK,rplnr,text
public,VBAK,vzeit,text
public,VBAK,stceg_l,text
public,VBAK,landtx,text
public,VBAK,xegdr,text
public,VBAK,enqueue_grp,text
public,VBAK,dat_fzau,text
public,VBAK,fmbdat,text
public,VBAK,vsnmr_v,text
public,VBAK,handle,text
public,VBAK,proli,text
public,VBAK,cont_dg,text
public,VBAK,crm_guid,text
public,VBAK,upd_tmstmp,text
public,VBAK,msr_id,text
public,VBAK,tm_ctrl_key,text
public,VBAK,handoverloc,text
public,VBAK,_dataaging,text
public,VBAK,/XLSO/SO_VALD_FM,text
public,VBAK,/XLSO/SO_VALD_TO,text
public,VBAK,/XLSO/PAYMENT_OP,text
public,VBAK,/XLSO/TRANS_CTXT,text
public,VBAK,/XLSO/CATALOG_ID,text
public,VBAK,/XLSO/VARIANT_ID,text
public,VBAK,psm_budat,text
public,VBAK,fsh_kvgr6,text
public,VBAK,fsh_kvgr7,text
public,VBAK,fsh_kvgr8,text
public,VBAK,fsh_kvgr9,text
public,VBAK,fsh_kvgr10,text
public,VBAK,fsh_rereg,text
public,VBAK,fsh_cq_check,text
public,VBAK,fsh_vrsn_status,text
public,VBAK,fsh_transaction,text
public,VBAK,fsh_vas_cg,text
public,VBAK,fsh_candate,text
public,VBAK,fsh_ss,text
public,VBAK,fsh_os_stg_change,text
public,VBAK,swenr,text
public,VBAK,smenr,text
public,VBAK,phase,text
public,VBAK,mtlaur,text
public,VBAK,stage,text
public,VBAK,hb_cont_reason,text
public,VBAK,hb_expdate,text
public,VBAK,hb_resdate,text
public,VBAK,mill_appl_id,text
public,VBAK,tas,text
public,VBAK,betc,text
public,VBAK,mod_allow,text
public,VBAK,cancel_allow,text
public,VBAK,pay_method,text
public,VBAK,bpn,text
public,VBAK,rep_freq,text
public,VBAK,logsysb,text
public,VBAK,kalcd,text
public,VBAK,multi,text
public,VBAK,sppaym,text
public,VBAK,wtysc_clm_hdr,text
public,VBAP,mandt,text
public,VBAP,vbeln,text
public,VBAP,posnr,text
public,VBAP,matnr,text
public,VBAP,matwa,text
public,VBAP,pmatn,text
public,VBAP,charg,text
public,VBAP,matkl,text
public,VBAP,arktx,text
public,VBAP,pstyv,text
public,VBAP,posar,text
public,VBAP,lfrel,text
public,VBAP,fkrel,text
public,VBAP,uepos,text
public,VBAP,grpos,text
public,VBAP,abgru,text
public,VBAP,prodh,text
public,VBAP,zwert,text
public,VBAP,zmeng,text
public,VBAP,zieme,text
public,VBAP,umziz,text
public,VBAP,umzin,text
public,VBAP,meins,text
public,VBAP,smeng,text
public,VBAP,ablfz,text
public,VBAP,abdat,text
public,VBAP,absfz,text
public,VBAP,posex,text
public,VBAP,kdmat,text
public,VBAP,kbver,text
public,VBAP,kever,text
public,VBAP,vkgru,text
public,VBAP,vkaus,text
public,VBAP,grkor,text
public,VBAP,fmeng,text
public,VBAP,uebtk,text
public,VBAP,uebto,text
public,VBAP,untto,text
public,VBAP,faksp,text
public,VBAP,atpkz,text
public,VBAP,rkfkf,text
public,VBAP,spart,text
public,VBAP,gsber,text
public,VBAP,netwr,text
public,VBAP,waerk,text
public,VBAP,antlf,text
public,VBAP,kztlf,text
public,VBAP,chspl,text
public,VBAP,kwmeng,text
public,VBAP,lsmeng,text
public,VBAP,kbmeng,text
public,VBAP,klmeng,text
public,VBAP,vrkme,text
public,VBAP,umvkz,text
public,VBAP,umvkn,text
public,VBAP,brgew,text
public,VBAP,ntgew,text
public,VBAP,gewei,text
public,VBAP,volum,text
public,VBAP,voleh,text
public,VBAP,vbelv,text
public,VBAP,posnv,text
public,VBAP,vgbel,text
public,VBAP,vgpos,text
public,VBAP,voref,text
public,VBAP,upflu,text
public,VBAP,erlre,text
public,VBAP,lprio,text
public,VBAP,werks,text
public,VBAP,lgort,text
public,VBAP,vstel,text
public,VBAP,route,text
public,VBAP,stkey,text
public,VBAP,stdat,text
public,VBAP,stlnr,text
public,VBAP,stpos,text
public,VBAP,awahr,text
public,VBAP,erdat,text
public,VBAP,ernam,text
public,VBAP,erzet,text
public,VBAP,taxm1,text
public,VBAP,taxm2,text
public,VBAP,taxm3,text
public,VBAP,taxm4,text
public,VBAP,taxm5,text
public,VBAP,taxm6,text
public,VBAP,taxm7,text
public,VBAP,taxm8,text
public,VBAP,taxm9,text
public,VBAP,vbeaf,text
public,VBAP,vbeav,text
public,VBAP,vgref,text
public,VBAP,netpr,text
public,VBAP,kpein,text
public,VBAP,kmein,text
public,VBAP,shkzg,text
public,VBAP,sktof,text
public,VBAP,mtvfp,text
public,VBAP,sumbd,text
public,VBAP,kondm,text
public,VBAP,ktgrm,text
public,VBAP,bonus,text
public,VBAP,provg,text
public,VBAP,eannr,text
public,VBAP,prsok,text
public,VBAP,bwtar,text
public,VBAP,bwtex,text
public,VBAP,xchpf,text
public,VBAP,xchar,text
public,VBAP,lfmng,text
public,VBAP,stafo,text
public,VBAP,wavwr,text
public,VBAP,kzwi1,text
public,VBAP,kzwi2,text
public,VBAP,kzwi3,text
public,VBAP,kzwi4,text
public,VBAP,kzwi5,text
public,VBAP,kzwi6,text
public,VBAP,stcur,text
public,VBAP,aedat,text
public,VBAP,ean11,text
public,VBAP,fixmg,text
public,VBAP,prctr,text
public,VBAP,mvgr1,text
public,VBAP,mvgr2,text
public,VBAP,mvgr3,text
public,VBAP,mvgr4,text
public,VBAP,mvgr5,text
public,VBAP,kmpmg,text
public,VBAP,sugrd,text
public,VBAP,sobkz,text
public,VBAP,vpzuo,text
public,VBAP,paobjnr,text
public,VBAP,ps_psp_pnr,text
public,VBAP,aufnr,text
public,VBAP,vpmat,text
public,VBAP,vpwrk,text
public,VBAP,prbme,text
public,VBAP,umref,text
public,VBAP,knttp,text
public,VBAP,kzvbr,text
public,VBAP,sernr,text
public,VBAP,objnr,text
public,VBAP,abgrs,text
public,VBAP,bedae,text
public,VBAP,cmpre,text
public,VBAP,cmtfg,text
public,VBAP,cmpnt,text
public,VBAP,cmkua,text
public,VBAP,cuobj,text
public,VBAP,cuobj_ch,text
public,VBAP,cepok,text
public,VBAP,koupd,text
public,VBAP,serail,text
public,VBAP,anzsn,text
public,VBAP,nachl,text
public,VBAP,magrv,text
public,VBAP,mprok,text
public,VBAP,vgtyp,text
public,VBAP,prosa,text
public,VBAP,uepvw,text
public,VBAP,kalnr,text
public,VBAP,klvar,text
public,VBAP,sposn,text
public,VBAP,kowrr,text
public,VBAP,stadat,text
public,VBAP,exart,text
public,VBAP,prefe,text
public,VBAP,knumh,text
public,VBAP,clint,text
public,VBAP,chmvs,text
public,VBAP,stlty,text
public,VBAP,stlkn,text
public,VBAP,stpoz,text
public,VBAP,stman,text
public,VBAP,zschl_k,text
public,VBAP,kalsm_k,text
public,VBAP,kalvar,text
public,VBAP,kosch,text
public,VBAP,upmat,text
public,VBAP,ukonm,text
public,VBAP,mfrgr,text
public,VBAP,plavo,text
public,VBAP,kannr,text
public,VBAP,cmpre_flt,text
public,VBAP,abfor,text
public,VBAP,abges,text
public,VBAP,j_1bcfop,text
public,VBAP,j_1btaxlw1,text
public,VBAP,j_1btaxlw2,text
public,VBAP,j_1btxsdc,text
public,VBAP,wktnr,text
public,VBAP,wktps,text
public,VBAP,skopf,text
public,VBAP,kzbws,text
public,VBAP,wgru1,text
public,VBAP,wgru2,text
public,VBAP,knuma_pi,text
public,VBAP,knuma_ag,text
public,VBAP,kzfme,text
public,VBAP,lstanr,text
public,VBAP,techs,text
public,VBAP,mwsbp,text
public,VBAP,berid,text
public,VBAP,pctrf,text
public,VBAP,logsys_ext,text
public,VBAP,j_1btaxlw3,text
public,VBAP,j_1btaxlw4,text
public,VBAP,j_1btaxlw5,text
public,VBAP,stockloc,text
public,VBAP,sloctype,text
public,VBAP,msr_ret_reason,text
public,VBAP,msr_refund_code,text
public,VBAP,msr_approv_block,text
public,VBAP,nrab_knumh,text
public,VBAP,trmrisk_relevant,text
public,VBAP,sgt_rcat,text
public,VBAP,handoverloc,text
public,VBAP,handoverdate,text
public,VBAP,handovertime,text
public,VBAP,z_prs_offshore,text
public,VBAP,z_prs_bill_flag,text
public,VBAP,z_prs_country,text
public,VBAP,z_prs_chargelevl,text
public,VBAP,tc_aut_det,text
public,VBAP,manual_tc_reason,text
public,VBAP,fiscal_incentive,text
public,VBAP,tax_subject_st,text
public,VBAP,fiscal_incentive_id,text
public,VBAP,spcsto,text
public,VBAP,_dataaging,text
public,VBAP,REVACC_REFID,text
public,VBAP,REVACC_REFTYPE,text
public,VBAP,/ACCGO/IS_CO_REL,text
public,VBAP,/ACCGO/TX_P,text
public,VBAP,/BEV1/SRFUND,text
public,VBAP,CPD_UPDAT,text
public,VBAP,AUFPL_OLC,text
public,VBAP,APLZL_OLC,text
public,VBAP,/SLCE/INST_GUID,text
public,VBAP,/SLCE/SOL_MATNR,text
public,VBAP,/SLCE/SOL_POSNR,text
public,VBAP,/SLCE/SOL_CUOBJ,text
public,VBAP,/SLCE/SOL_EXT_GUID,text
public,VBAP,/SLCE/SINGLE_CONF_REQIRED,text
public,VBAP,/SLCE/SINGLE_CONF_DONE,text
public,VBAP,/XLSO/COURSE_ID,text
public,VBAP,/XLSO/COURSE_BDA,text
public,VBAP,/XLSO/COURSE_EDA,text
public,VBAP,ferc_ind,text
public,VBAP,fsh_season_year,text
public,VBAP,fsh_season,text
public,VBAP,fsh_collection,text
public,VBAP,fsh_theme,text
public,VBAP,fsh_crsd,text
public,VBAP,fsh_searef,text
public,VBAP,fsh_candate,text
public,VBAP,fsh_psm_pfm_split,text
public,VBAP,fsh_vas_rel,text
public,VBAP,fsh_vas_prnt_id,text
public,VBAP,fsh_transaction,text
public,VBAP,fsh_item_group,text
public,VBAP,fsh_item,text
public,VBAP,fsh_vasref,text
public,VBAP,fsh_grid_cond_rec,text
public,VBAP,fsh_pqr_uepos,text
public,VBAP,kostl,text
public,VBAP,fonds,text
public,VBAP,fistl,text
public,VBAP,fkber,text
public,VBAP,grant_nbr,text
public,VBAP,budget_pd,text
public,VBAP,iuid_relevant,text
public,VBAP,mill_se_gposn,text
public,VBAP,oid_extbol,text
public,VBAP,oid_miscdl,text
public,VBAP,oiplantd,text
public,VBAP,oibypass,text
public,VBAP,oiedok,text
public,VBAP,cmeth,text
public,VBAP,oitaxfrom,text
public,VBAP,oihantyp,text
public,VBAP,oitaxgrp,text
public,VBAP,oitaxto,text
public,VBAP,oicertf1,text
public,VBAP,oioilcon,text
public,VBAP,oiedbal,text
public,VBAP,oipricie,text
public,VBAP,oiinex,text
public,VBAP,oiedbalm,text
public,VBAP,oidrc,text
public,VBAP,oic_drctry,text
public,VBAP,oic_drcreg,text
public,VBAP,oimetind,text
public,VBAP,oiwap,text
public,VBAP,oislf,text
public,VBAP,oipsdrc,text
public,VBAP,oipipeval,text
public,VBAP,oic_lifnr,text
public,VBAP,oic_dcityc,text
public,VBAP,oic_dcounc,text
public,VBAP,oic_dregio,text
public,VBAP,oic_dland1,text
public,VBAP,oic_ocityc,text
public,VBAP,oic_ocounc,text
public,VBAP,oic_oregio,text
public,VBAP,oic_oland1,text
public,VBAP,oic_porgin,text
public,VBAP,oic_pdestn,text
public,VBAP,oic_ptrip,text
public,VBAP,oic_pbatch,text
public,VBAP,oic_mot,text
public,VBAP,oic_aorgin,text
public,VBAP,oic_adestn,text
public,VBAP,oic_truckn,text
public,VBAP,oia_baselo,text
public,VBAP,oiexgnum,text
public,VBAP,oiexgtyp,text
public,VBAP,oifeetot,text
public,VBAP,oifeedt,text
public,VBAP,oinetcyc,text
public,VBAP,oicontnr,text
public,VBAP,oic_kmpos,text
public,VBAP,oifeech,text
public,VBAP,oih_lictp,text
public,VBAP,oih_licin,text
public,VBAP,oih_lcfol,text
public,VBAP,oih_folqty,text
public,VBAP,oisbrel,text
public,VBAP,oibasprod,text
public,VBAP,oidmsg_prd,text
public,VBAP,oidmsg_qty,text
public,VBAP,oidmsg_uom,text
public,VBAP,oidmsg_dat,text
public,VBAP,oidmsg_trm,text
public,VBAP,oidmsg_shp,text
public,VBAP,oignrule,text
public,VBAP,oid_ship,text
public,VBAP,oibwtar_im,text
public,VBAP,oihantyp_im,text
public,VBAP,oitaxgrp_im,text
public,VBAP,oitaxfrom_im,text
public,VBAP,oitaxto_im,text
public,VBAP,oiedbal_im,text
public,VBAP,oiedbalm_im,text
public,VBAP,oipricie_im,text
public,VBAP,oibwtar_ex,text
public,VBAP,oihantyp_ex,text
public,VBAP,oitaxgrp_ex,text
public,VBAP,oitaxfrom_ex,text
public,VBAP,oitaxto_ex,text
public,VBAP,oiedbal_ex,text
public,VBAP,oiedbalm_ex,text
public,VBAP,oipricie_ex,text
public,VBAP,oiinex_ex,text
public,VBAP,oicertf1_ex,text
public,VBAP,oih_lictp_ex,text
public,VBAP,oih_licin_ex,text
public,VBAP,oih_lcfol_ex,text
public,VBAP,oih_folqty_ex,text
public,VBAP,oihtaxrcp_ex,text
public,VBAP,oihnotwerks,text
public,VBAP,oihnotlgort,text
public,VBAP,oihcotdisch,text
public,VBAP,po_quan,text
public,VBAP,po_unit,text
public,VBAP,prs_objnr,text
public,VBAP,prs_sd_spsnr,text
public,VBAP,prs_work_period,text
public,VBAP,tas,text
public,VBAP,betc,text
public,VBAP,mod_allow,text
public,VBAP,cancel_allow,text
public,VBAP,pay_method,text
public,VBAP,bpn,text
public,VBAP,rep_freq,text
public,VBAP,fmfgus_key,text
public,VBAP,pargb,text
public,VBAP,aufpl_oaa,text
public,VBAP,aplzl_oaa,text
public,VBAP,wrf_charstc1,text
public,VBAP,wrf_charstc2,text
public,VBAP,wrf_charstc3,text
public,VBAP,arsnum,text
public,VBAP,arspos,text
public,VBAP,wtysc_clmitem,text
public,VBAP,zzdea_license,text
public,VBAP,zzdea_schedule,text
public,VBEP,mandt,text
public,VBEP,vbeln,text
public,VBEP,posnr,text
public,VBEP,etenr,text
public,VBEP,ettyp,text
public,VBEP,lfrel,text
public,VBEP,edatu,text
public,VBEP,ezeit,text
public,VBEP,wmeng,text
public,VBEP,bmeng,text
public,VBEP,vrkme,text
public,VBEP,lmeng,text
public,VBEP,meins,text
public,VBEP,bddat,text
public,VBEP,bdart,text
public,VBEP,plart,text
public,VBEP,vbele,text
public,VBEP,posne,text
public,VBEP,etene,text
public,VBEP,rsdat,text
public,VBEP,idnnr,text
public,VBEP,banfn,text
public,VBEP,bsart,text
public,VBEP,bstyp,text
public,VBEP,wepos,text
public,VBEP,repos,text
public,VBEP,lrgdt,text
public,VBEP,prgrs,text
public,VBEP,tddat,text
public,VBEP,mbdat,text
public,VBEP,lddat,text
public,VBEP,wadat,text
public,VBEP,cmeng,text
public,VBEP,lifsp,text
public,VBEP,grstr,text
public,VBEP,abart,text
public,VBEP,abruf,text
public,VBEP,roms1,text
public,VBEP,roms2,text
public,VBEP,roms3,text
public,VBEP,romei,text
public,VBEP,rform,text
public,VBEP,umvkz,text
public,VBEP,umvkn,text
public,VBEP,verfp,text
public,VBEP,bwart,text
public,VBEP,bnfpo,text
public,VBEP,etart,text
public,VBEP,aufnr,text
public,VBEP,plnum,text
public,VBEP,sernr,text
public,VBEP,aeskd,text
public,VBEP,abges,text
public,VBEP,mbuhr,text
public,VBEP,tduhr,text
public,VBEP,lduhr,text
public,VBEP,wauhr,text
public,VBEP,aulwe,text
public,VBEP,handoverdate,text
public,VBEP,handovertime,text
public,VBEP,_dataaging,text
public,VBEP,fsh_ralloc_qty,text
public,VBEP,fsh_os_id,text
public,VBEP,fsh_pqr_rc,text
public,VBEP,mbdat_drs,text
public,VBFA,mandt,text
public,VBFA,vbelv,text
public,VBFA,posnv,text
public,VBFA,vbeln,text
public,VBFA,posnn,text
public,VBFA,vbtyp_n,text
public,VBFA,rfmng,text
public,VBFA,meins,text
public,VBFA,rfwrt,text
public,VBFA,waers,text
public,VBFA,vbtyp_v,text
public,VBFA,plmin,text
public,VBFA,taqui,text
public,VBFA,erdat,text
public,VBFA,erzet,text
public,VBFA,matnr,text
public,VBFA,bwart,text
public,VBFA,bdart,text
public,VBFA,plart,text
public,VBFA,stufe,text
public,VBFA,lgnum,text
public,VBFA,aedat,text
public,VBFA,fktyp,text
public,VBFA,brgew,text
public,VBFA,gewei,text
public,VBFA,volum,text
public,VBFA,voleh,text
public,VBFA,fplnr,text
public,VBFA,fpltr,text
public,VBFA,rfmng_flo,text
public,VBFA,rfmng_flt,text
public,VBFA,vrkme,text
public,VBFA,abges,text
public,VBFA,sobkz,text
public,VBFA,sonum,text
public,VBFA,kzbef,text
public,VBFA,ntgew,text
public,VBFA,logsys,text
public,VBFA,wbsta,text
public,VBFA,cmeth,text
public,VBFA,mjahr,text
public,VBFA,vbtypext_v,text
public,VBFA,vbtypext_n,text
public,VBRK,mandt,text
public,VBRK,vbeln,text
public,VBRK,fkart,text
public,VBRK,fktyp,text
public,VBRK,vbtyp,text
public,VBRK,waerk,text
public,VBRK,vkorg,text
public,VBRK,vtweg,text
public,VBRK,kalsm,text
public,VBRK,knumv,text
public,VBRK,vsbed,text
public,VBRK,fkdat,text
public,VBRK,belnr,text
public,VBRK,gjahr,text
public,VBRK,poper,text
public,VBRK,konda,text
public,VBRK,kdgrp,text
public,VBRK,bzirk,text
public,VBRK,pltyp,text
public,VBRK,inco1,text
public,VBRK,inco2,text
public,VBRK,expkz,text
public,VBRK,rfbsk,text
public,VBRK,mrnkz,text
public,VBRK,kurrf,text
public,VBRK,cpkur,text
public,VBRK,valtg,text
public,VBRK,valdt,text
public,VBRK,zterm,text
public,VBRK,zlsch,text
public,VBRK,ktgrd,text
public,VBRK,land1,text
public,VBRK,regio,text
public,VBRK,counc,text
public,VBRK,cityc,text
public,VBRK,bukrs,text
public,VBRK,taxk1,text
public,VBRK,taxk2,text
public,VBRK,taxk3,text
public,VBRK,taxk4,text
public,VBRK,taxk5,text
public,VBRK,taxk6,text
public,VBRK,taxk7,text
public,VBRK,taxk8,text
public,VBRK,taxk9,text
public,VBRK,netwr,text
public,VBRK,zukri,text
public,VBRK,ernam,text
public,VBRK,erzet,text
public,VBRK,erdat,text
public,VBRK,stafo,text
public,VBRK,kunrg,text
public,VBRK,kunag,text
public,VBRK,maber,text
public,VBRK,stwae,text
public,VBRK,exnum,text
public,VBRK,stceg,text
public,VBRK,aedat,text
public,VBRK,sfakn,text
public,VBRK,knuma,text
public,VBRK,fkart_rl,text
public,VBRK,fkdat_rl,text
public,VBRK,kurst,text
public,VBRK,mschl,text
public,VBRK,mansp,text
public,VBRK,spart,text
public,VBRK,kkber,text
public,VBRK,knkli,text
public,VBRK,cmwae,text
public,VBRK,cmkuf,text
public,VBRK,hityp_pr,text
public,VBRK,bstnk_vf,text
public,VBRK,vbund,text
public,VBRK,fkart_ab,text
public,VBRK,kappl,text
public,VBRK,landtx,text
public,VBRK,stceg_h,text
public,VBRK,stceg_l,text
public,VBRK,xblnr,text
public,VBRK,zuonr,text
public,VBRK,mwsbk,text
public,VBRK,logsys,text
public,VBRK,fksto,text
public,VBRK,xegdr,text
public,VBRK,rplnr,text
public,VBRK,lcnum,text
public,VBRK,j_1afitp,text
public,VBRK,kurrf_dat,text
public,VBRK,akwae,text
public,VBRK,akkur,text
public,VBRK,kidno,text
public,VBRK,bvtyp,text
public,VBRK,numpg,text
public,VBRK,bupla,text
public,VBRK,vkont,text
public,VBRK,fkk_docstat,text
public,VBRK,nrzas,text
public,VBRK,spe_billing_ind,text
public,VBRK,vtref,text
public,VBRK,fk_source_sys,text
public,VBRK,fktyp_crm,text
public,VBRK,stgrd,text
public,VBRK,vbtyp_ext,text
public,VBRK,j_1tpbupl,text
public,VBRK,incov,text
public,VBRK,inco2_l,text
public,VBRK,inco3_l,text
public,VBRK,dpc_rel,text
public,VBRK,mndid,text
public,VBRK,pay_type,text
public,VBRK,sepon,text
public,VBRK,mndvg,text
public,VBRK,sppaym,text
public,VBRK,sppord,text
public,ai_analysis_memory,user_id,bigint
public,ai_analysis_memory,last_user_query,text
public,ai_analysis_memory,last_sql,text
public,ai_analysis_memory,last_rows_json,text
public,ai_analysis_memory,knowledge_json,text
public,ai_analysis_memory,updated_at,timestamp with time zone
public,ai_analysis_memory,last_reply,text
public,ai_analysis_memory,last_charts_json,text
public,ai_analysis_memory,last_currency,text
public,ai_analysis_memory,last_year,text
public,ai_chat_threads,id,bigint
public,ai_chat_threads,user_id,integer
public,ai_chat_threads,thread_id,text
public,ai_chat_threads,title,text
public,ai_chat_threads,turn_count,integer
public,ai_chat_threads,last_active_at,timestamp with time zone
public,ai_chat_threads,created_at,timestamp with time zone
public,ai_chat_turns,id,bigint
public,ai_chat_turns,user_id,integer
public,ai_chat_turns,thread_id,text
public,ai_chat_turns,turn_index,integer
public,ai_chat_turns,role,text
public,ai_chat_turns,content,text
public,ai_chat_turns,sql_executed,text
public,ai_chat_turns,result_rows,jsonb
public,ai_chat_turns,result_columns,jsonb
public,ai_chat_turns,key_metrics,jsonb
public,ai_chat_turns,warnings,jsonb
public,ai_chat_turns,charts,jsonb
public,ai_chat_turns,time_scope,text
public,ai_chat_turns,date_range,text
public,ai_chat_turns,dominant_currency,text
public,ai_chat_turns,dominant_year,text
public,ai_chat_turns,query_mode,text
public,ai_chat_turns,action,text
public,ai_chat_turns,created_at,timestamp with time zone
public,ai_learned_patterns,id,bigint
public,ai_learned_patterns,pattern_hash,character varying
public,ai_learned_patterns,user_query_tpl,text
public,ai_learned_patterns,sql_template,text
public,ai_learned_patterns,hit_count,integer
public,ai_learned_patterns,first_seen_at,timestamp with time zone
public,ai_learned_patterns,last_used_at,timestamp with time zone
public,ai_learned_patterns,avg_row_count,double precision
public,ai_learned_patterns,tables_used,jsonb
public,ai_query_embeddings,id,bigint
public,ai_query_embeddings,query_text,text
public,ai_query_embeddings,query_hash,character varying
public,ai_query_embeddings,embedding,jsonb
public,ai_query_embeddings,sql_query,text
public,ai_query_embeddings,result_summary,text
public,ai_query_embeddings,result_preview,jsonb
public,ai_query_embeddings,charts,jsonb
public,ai_query_embeddings,hit_count,integer
public,ai_query_embeddings,created_at,timestamp with time zone
public,ai_query_embeddings,last_hit_at,timestamp with time zone
public,ai_query_embeddings,expires_at,timestamp with time zone
public,ai_query_memory,id,uuid
public,ai_query_memory,user_id,integer
public,ai_query_memory,question_pattern,character varying
public,ai_query_memory,original_question,text
public,ai_query_memory,sql_query,text
public,ai_query_memory,tables_used,jsonb
public,ai_query_memory,source,character varying
public,ai_query_memory,model_used,character varying
public,ai_query_memory,use_count,integer
public,ai_query_memory,last_used_at,timestamp without time zone
public,ai_query_memory,created_at,timestamp without time zone
public,ai_query_memory,approved_by_user_id,integer
public,ai_training_data,id,bigint
public,ai_training_data,user_id,bigint
public,ai_training_data,user_query,text
public,ai_training_data,sql_query,text
public,ai_training_data,result_summary,text
public,ai_training_data,action_type,character varying
public,ai_training_data,feedback_score,integer
public,ai_training_data,feedback_comment,text
public,ai_training_data,metadata,jsonb
